web-scraper-order,web-scraper-start-url,Article-Links,Article-Links-href,Articles-Content,gist
"1699702405-3702","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Zero positive doping cases reported in Australia's re-analysis of Gold Coast 2018 samples","https://www.insidethegames.biz/articles/1126350/australia-zero-positive-cases","The ASDMAC is also set to aid the TUE Appeals Committee for the Commonwealth Games Federation in Birmingham.","Australia have reported zero positive doping tests from the re-analysis of storage samples of 90 athletes, from the Gold Coast 2018 Commonwealth Games."
"1699702410-3703","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Mexico and Iran bag two golds on day three at World Taekwondo Cadet Championships","https://www.insidethegames.biz/articles/1126401/mexico-iran-two-golds","Athletes were vying for medals across the five weight categories on the third day of the event.","Iran and Mexico won two gold medals each at the World Taekwondo Cadet Championships in Sofia."
"1699702410-3704","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Mexico and Iran bag two golds on day three at World Taekwondo Cadet Championships","https://www.insidethegames.biz/articles/1126401/mexico-iran-two-golds","For Iran, Parnian Noori won the first gold of the day by getting the better of Yada Sangthong from Thailand 2-0 in the girls under-44 kilograms category.","Iran and Mexico won two gold medals each at the World Taekwondo Cadet Championships in Sofia."
"1699702410-3705","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Mexico and Iran bag two golds on day three at World Taekwondo Cadet Championships","https://www.insidethegames.biz/articles/1126401/mexico-iran-two-golds","The country added one more gold thanks to Hana Zarrinkamar Roudbari.","Iran and Mexico won two gold medals each at the World Taekwondo Cadet Championships in Sofia."
"1699702410-3706","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Mexico and Iran bag two golds on day three at World Taekwondo Cadet Championships","https://www.insidethegames.biz/articles/1126401/mexico-iran-two-golds","Roudbari beat Serbian Elena Bradic 2-0 in the girls under-59kg category.","Iran and Mexico won two gold medals each at the World Taekwondo Cadet Championships in Sofia."
"1699702410-3707","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Mexico and Iran bag two golds on day three at World Taekwondo Cadet Championships","https://www.insidethegames.biz/articles/1126401/mexico-iran-two-golds","In the girls under-55kg, South Korean Dawon Seo cruised to an easy win over India’s Aranya Thakur from India 2-0.","Iran and Mexico won two gold medals each at the World Taekwondo Cadet Championships in Sofia."
"1699702410-3708","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Mexico and Iran bag two golds on day three at World Taekwondo Cadet Championships","https://www.insidethegames.biz/articles/1126401/mexico-iran-two-golds","For Mexico, Guillermo Manuel Cortes Labastida opened the account for the day by triumphing in the boys under-41kg category.","Iran and Mexico won two gold medals each at the World Taekwondo Cadet Championships in Sofia."
"1699702410-3709","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Mexico and Iran bag two golds on day three at World Taekwondo Cadet Championships","https://www.insidethegames.biz/articles/1126401/mexico-iran-two-golds","Labastida overcame South Korea’s Donggun Lee 2-1.","Iran and Mexico won two gold medals each at the World Taekwondo Cadet Championships in Sofia."
"1699702410-3710","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Mexico and Iran bag two golds on day three at World Taekwondo Cadet Championships","https://www.insidethegames.biz/articles/1126401/mexico-iran-two-golds","Axel Daniel Vazquez Montoya won Mexico’s second gold by beating South Korea’s Mingyu Kim 2-0 in the boys under-45kg.","Iran and Mexico won two gold medals each at the World Taekwondo Cadet Championships in Sofia."
"1699702418-3711","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Netherlands thrash Britain to win 2022 Women's European Softball Championship","https://www.insidethegames.biz/articles/1126409/dutch-win-european-women-softball","The Dutch scored seven runs from 11 hits.","The Netherlands dominated Britain 7-0 to clinch the 2022 Women's European Softball Championship in Sant Boi in Barcelona."
"1699702418-3712","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Netherlands thrash Britain to win 2022 Women's European Softball Championship","https://www.insidethegames.biz/articles/1126409/dutch-win-european-women-softball","Dinet Oosting was the star performer for the Netherlands with three runs batted in from two hits followed by Jessie Van Aalst, who scored two runs from two hits.","The Netherlands dominated Britain 7-0 to clinch the 2022 Women's European Softball Championship in Sant Boi in Barcelona."
"1699702418-3713","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Netherlands thrash Britain to win 2022 Women's European Softball Championship","https://www.insidethegames.biz/articles/1126409/dutch-win-european-women-softball","Damishah Charles added one more from two hits.","The Netherlands dominated Britain 7-0 to clinch the 2022 Women's European Softball Championship in Sant Boi in Barcelona."
"1699702418-3714","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Netherlands thrash Britain to win 2022 Women's European Softball Championship","https://www.insidethegames.biz/articles/1126409/dutch-win-european-women-softball","Earlier, defending champions Italy beat last year’s bronze medallists Czech Republic 4-2 to win the bronze medal.","The Netherlands dominated Britain 7-0 to clinch the 2022 Women's European Softball Championship in Sant Boi in Barcelona."
"1699702418-3715","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Netherlands thrash Britain to win 2022 Women's European Softball Championship","https://www.insidethegames.biz/articles/1126409/dutch-win-european-women-softball","The Czech Republic started strongly by scoring twice in the first innings thanks to Gabriela Slabá and Veronika Pecková.","The Netherlands dominated Britain 7-0 to clinch the 2022 Women's European Softball Championship in Sant Boi in Barcelona."
"1699702418-3716","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Netherlands thrash Britain to win 2022 Women's European Softball Championship","https://www.insidethegames.biz/articles/1126409/dutch-win-european-women-softball","However, Italy fought back with Amanda Fama scoring two before Giulia Longhi and Sarah Edwards adding one each.","The Netherlands dominated Britain 7-0 to clinch the 2022 Women's European Softball Championship in Sant Boi in Barcelona."
"1699702418-3717","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Netherlands thrash Britain to win 2022 Women's European Softball Championship","https://www.insidethegames.biz/articles/1126409/dutch-win-european-women-softball","For the first time, the competition adapted a new format that saw 21 teams divided into four groups with the top three qualifying for the second group stage, which had two pools of six teams.","The Netherlands dominated Britain 7-0 to clinch the 2022 Women's European Softball Championship in Sant Boi in Barcelona."
"1699702418-3718","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Netherlands thrash Britain to win 2022 Women's European Softball Championship","https://www.insidethegames.biz/articles/1126409/dutch-win-european-women-softball","The top-three from those two pools advanced to the semi-final group, where a round robin format was followed to determine the medal matches.","The Netherlands dominated Britain 7-0 to clinch the 2022 Women's European Softball Championship in Sant Boi in Barcelona."
"1699702418-3719","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Netherlands thrash Britain to win 2022 Women's European Softball Championship","https://www.insidethegames.biz/articles/1126409/dutch-win-european-women-softball","Britain, the Netherlands, Czech Republic, Italy, Spain, and Israel qualified for the final round robin group with hosts Spain and Israel getting eliminated.","The Netherlands dominated Britain 7-0 to clinch the 2022 Women's European Softball Championship in Sant Boi in Barcelona."
